dataset,key_id,key_mass,delta_k,mean_S_u1,within_key_cov,per_key_auc
n8q29d43,25,4398046511104,0.116182811558,0.265355603448,0.00142008986059,0.590316550008
n8q29d43,26,4398046511104,0.110317319632,0.231411637931,-0.000581704858883,0.559777586907
n8q29d43,27,4398046511104,0,0.25,0,
n8q29d43,28,4398046511104,0.0558283925056,0.23599137931,0.00106028396765,0.733984974794
n8q29d43,29,4398046511104,0.238595447503,0.186422413793,-0.00404776328801,0.448597382946
n8q29d43,30,4398046511104,0.121708889725,0.262122844828,9.10104466537e-05,0.51936302405
n8q29d43,31,4398046511104,0.115108370781,0.24380387931,-0.00112305995848,0.447820851258
n8q29d43,32,4398046511104,0.0830607414246,0.262931034483,0.00199063918714,0.653635913549
n8q29d43,33,4398046511104,0.0119895935059,0.254040948276,0.000168770551682,0.635346311094
n8q29d43,34,4398046511104,0.0596585273743,0.272090517241,-0.000844503528085,0.456370328573
n8q29d43,35,4398046511104,0.0584425926208,0.276131465517,0.00167999763427,0.798279250939
n8q29d43,36,4398046511104,0.0402662456036,0.254579741379,0.000598492494238,0.566667578857
n8q29d43,37,4398046511104,0.0535306930542,0.268318965517,0.00110815028692,0.697498795879
n8q29d43,38,4398046511104,0.10069123283,0.268857758621,-0.000880838008517,0.457098595533
n8q29d43,39,4398046511104,0.105334125459,0.281519396552,0.00146149229138,0.620720968279
n8q29d43,40,4398046511104,0.01123046875,0.253502155172,-0.00033766647865,0.285559945058
n8q29d43,41,4398046511104,0.074426651001,0.2734375,0.000116645775992,0.587222529651
n8q29d43,42,4398046511104,0.166315220296,0.248114224138,0.00459221183073,0.732917597186
n8q29d43,43,4398046511104,0.0379772186279,0.283674568966,-0.000165959370547,0.524613707979
n8q29d43,44,4398046511104,0.030517578125,0.25161637931,-0.000779908278893,0.238207026178
n8q29d43,45,4398046511104,0.05766479671,0.217941810345,-0.00140988686652,0.40871966248
n8q29d43,46,4398046511104,0.0613909512758,0.263469827586,-0.00066028382019,0.398111247
n8q29d43,47,4398046511104,0.0980973914266,0.282596982759,0.000297867915802,0.524392457895
n8q29d43,48,4398046511104,0.0590782165527,0.238954741379,-0.00105750663527,0.268978317905
n8q29d43,49,4398046511104,0.103036813438,0.223599137931,0.000498972829142,0.586384279539
n8q29d43,50,4398046511104,0.0706803426147,0.213362068966,0.00250252039204,0.751074903689
n8q29d43,51,4398046511104,0.025563955307,0.301993534483,-0.000423567754955,0.437316819254
n8q29d43,52,4398046511104,0.0925655979663,0.283943965517,0.00011728940921,0.522028862162
n8q29d43,53,4398046511104,0.0265550613403,0.271012931034,0.00010560761238,0.531473654526
n8q29d43,54,4398046511104,0.053070127964,0.229525862069,-0.00263806914204,0.226303802078
n8q29d43,55,4398046511104,0.111452102661,0.280172413793,-0.00117003712161,0.356315587814
n8q29d43,56,4398046511104,0.0359757095575,0.260237068966,-0.000309960940724,0.427801680877
n8q29d43,57,4398046511104,0.0101623535156,0.279364224138,6.10844842319e-06,0.514607238482
n8q29d43,58,4398046511104,0.122889526188,0.261584051724,-0.00032987878136,0.491188787636
n8q29d43,59,4398046511104,0.0270726680756,0.284213362069,-0.000158548162415,0.431251438134
n8q29d43,60,4398046511104,0.0772974491119,0.213092672414,0.00097803007169,0.722502378736
n8q29d43,61,4398046511104,0.0588264465332,0.313577586207,-0.000746365251212,0.271809558245
n8q29d43,62,4398046511104,0.0833251178265,0.243534482759,-0.00134836541938,0.307773711283
n8q29d43,63,4398046511104,0.01171875,0.241109913793,-6.15613213901e-05,0.360617057372
n8q29d43,64,4398046511104,0.00926876068115,0.235183189655,-5.75223359568e-05,0.430255114655
n8q29d43,65,4398046511104,0.100255966187,0.247575431034,-0.00202736207123,0.292390363075
n8q29d43,66,4398046511104,0.0320739746094,0.264816810345,0.000964595326062,0.695799286974
n8q29d43,67,4398046511104,0.146463138983,0.190193965517,-0.00560632657063,0.450390917729
n8q29d43,68,4398046511104,0.0253123044968,0.24380387931,0.00109146358766,0.765479901101
n8q29d43,69,4398046511104,0.0988910794258,0.215786637931,-0.00156921015025,0.401195412033
n8q29d43,70,4398046511104,0.0657733082771,0.280711206897,-0.00051698644228,0.475166568651
n8q29d43,71,4398046511104,0.119745336473,0.256465517241,0.00341260906887,0.720316007656
n8q29d43,72,4398046511104,0.0500884652138,0.208782327586,0.000459841051107,0.645743152402
n8q29d43,73,4398046511104,0.00927734375,0.239224137931,8.47125875539e-05,0.622123689961
