feature_id,feature_value,Nz,Ez
margin,"-1",1364331836,1364331836
margin,"-2",310774368,310774368
margin,"-3",53116144,53116144
margin,"-4",7855552,7855552
margin,"-5",648192,648192
margin,"1",4426259254,0
margin,"2",8896974580,0
margin,"3",13084472352,0
margin,"4",5379768246,0
margin,"5",835537844,0
