feature_id,feature_value,Nz,Ez
margin,"-1",93426784,93426784
margin,"-2",2006528,2006528
margin,"-3",3014432,3014432
margin,"-4",182656,182656
margin,"-5",9600,9600
margin,"1",44598272,0
margin,"2",229697392,0
margin,"3",171469264,0
margin,"4",508142272,0
margin,"5",159606656,0
