preset,N,E,failure_probability,auc,auc_ci_low,auc_ci_high,margin_rank_correlation,margin_corr_ci_low,margin_corr_ci_high,confirmation_success,preregistration_sha256
n8q29d43,562949953421312,40397677096448,0.071760690006158256,0.49623172735615229,0.46941018120429734,0.52464708835147855,0.00028541155724976625,-0.038572509902342351,0.038646101483027689,False,83fefb703d01e3939e8fe81364a67ec4bd5ba5e43759033fdd28d39c6e6fcc5c
