threshold,selection_probability,actual_selection_cost_bits,baseline_failure_probability,conditional_failure_probability,amplification,gain_bits,gain_ci_low,gain_ci_high,bootstrap_valid_replicates,bootstrap_zero_support_replicates,bootstrap_zero_support_fraction,support_status
0.32327586206896552,0.095549076795578003,3.387614255963681,0.071760690006158256,0.064028077268038497,0.8922444483538805,-0.16448907519725353,-0.54920062466274144,0.17324194630167833,10000,0,0,SUPPORTED
0.32758620689655171,0.081039160490036011,3.6252369608866011,0.071760690006158256,0.061110992014653635,0.85159426434457774,-0.2317618619002321,-0.64906394786964927,0.13524802752327947,10000,0,0,SUPPORTED
0.33189655172413796,0.069690048694610596,3.8429035268504741,0.071760690006158256,0.058047276999248422,0.8089007643915771,-0.30596537060245432,-0.75181077726265422,0.077390424151011647,10000,0,0,SUPPORTED
0.33620689655172414,0.058053344488143921,4.1064770057593503,0.071760690006158256,0.055332784236269007,0.77107374847594889,-0.37505924321362466,-0.86812372504071977,0.049817817230461477,10000,0,0,SUPPORTED
0.34051724137931033,0.048119813203811646,4.3772251476443111,0.071760690006158256,0.053371568705551042,0.7437438059886391,-0.42712234651277542,-0.98289726511339026,0.045524210088160724,10000,0,0,SUPPORTED
0.34482758620689657,0.038840770721435547,4.6862843611864928,0.071760690006158256,0.052306774856635756,0.72890568432587488,-0.4561959436522508,-1.1293943535904096,0.084975512631574379,10000,0,0,SUPPORTED
0.34913793103448276,0.031214654445648193,5.0016326949016445,0.071760690006158256,0.052333156797044318,0.72927332210090601,-0.4554684757573198,-1.29157500862302,0.16229904048013202,10000,0,0,SUPPORTED
0.35344827586206895,0.024486750364303589,5.3518548631728651,0.071760690006158256,0.05293013938831409,0.7375923975058184,-0.43910430915424775,-1.4354553664535268,0.23325003330160365,10000,0,0,SUPPORTED
0.35775862068965519,0.019278943538665771,5.6968301938753036,0.071760690006158256,0.054333630562928392,0.75715033618357996,-0.40134831154182549,-1.6098388380976245,0.3440498505004701,10000,0,0,SUPPORTED
0.36206896551724138,0.014824330806732178,6.0758892090236367,0.071760690006158256,0.058287640449155846,0.81225027858781462,-0.30000376151304115,-1.815747529617336,0.50981359408659144,10000,0,0,SUPPORTED
0.36637931034482757,0.011433869600296021,6.4505424477819737,0.071760690006158256,0.060468013257936125,0.84263422289761936,-0.24702158392187268,-1.9408560692685757,0.55126337734279696,10000,0,0,SUPPORTED
0.37068965517241381,0.0083941519260406494,6.8963997098154488,0.071760690006158256,0.068307901608671423,0.9518846823073952,-0.071141288518349624,-1.9049015805595544,0.70108190108600521,10000,0,0,SUPPORTED
0.375,0.0060580968856811523,7.3669196336707596,0.071760690006158256,0.078872828691040758,1.099109117878774,0.1363346219631425,-1.8492350840894263,0.91956912857725681,10000,0,0,SUPPORTED
0.37931034482758619,0.0040564537048339844,7.9455652612391576,0.071760690006158256,0.098995335642706003,1.3795203980648816,0.46416678903586128,-1.6982422472483321,1.2415515170478417,10000,0,0,SUPPORTED
0.38362068965517243,0.0025582313537597656,8.6106375443561163,0.071760690006158256,0.11455378465750234,1.5963305905736376,0.67475945606644916,-1.4393658923898172,1.3696326580685463,10000,0,0,SUPPORTED
0.38793103448275862,0.0015700757503509521,9.314950119163445,0.071760690006158256,0.14201568817265531,1.979017873998536,0.98478464250801157,-1.4599833366692954,1.5657816307295447,10000,0,0,SUPPORTED
0.39224137931034481,0.00078070163726806641,10.322941084288052,0.071760690006158256,0.17749728011910215,2.4734611679997776,1.3065312501438338,-1.4775414407379703,1.8374537587334996,9997,3,0.00029999999999999997,SUPPORTED
0.39655172413793105,0.00045919418334960938,11.088608012156541,0.071760690006158256,0.27002409462616822,3.7628413913382897,1.9118224792138629,-2.7345145140667673,2.7340734902859931,9990,10,0.001,SUPPORTED
0.40086206896551724,0.00014671683311462402,12.73467797576513,0.071760690006158256,0.27599405850091407,3.8460340679169782,1.943371542032255,-3.0089406596605874,3.040643581165678,9934,66,0.0066,SUPPORTED
0.40517241379310343,8.6098909378051758e-05,13.503645511435385,0.071760690006158256,0.42318925233644861,5.8972294204547362,2.5600373205485174,-inf,2.8230602831496032,9510,490,0.049000000000000002,SUPPORTED
0.40948275862068967,1.2069940567016602e-05,16.338221902228014,0.071760690006158256,0.45000000000000001,6.27084271293075,2.6486593339476849,2.4627560679279177,2.845749706319852,6321,3679,0.3679,UNSUPPORTED
0.41379310344827586,7.2419643402099609e-06,17.075187496394218,0.071760690006158256,0.75,10.45140452155125,3.385624928113891,3.1997216620941238,3.5827153004860581,6321,3679,0.3679,UNSUPPORTED
