feature_id,feature_value,Nz,Ez
secret_key,"A=0.12.10.1|t=0.0.16.16|e=1.0.1.1",268435456,55033440
secret_key,"A=0.14.14.2|t=1.0.1.16|e=1.16.1.16",268435456,75012476
secret_key,"A=0.4.1.3|t=16.0.16.1|e=16.0.0.0",268435456,40901936
secret_key,"A=1.10.12.4|t=0.0.16.1|e=0.16.0.16",268435456,41850876
secret_key,"A=11.7.1.10|t=0.1.1.0|e=0.1.0.16",268435456,41089242
secret_key,"A=12.15.3.16|t=16.1.0.16|e=0.1.1.0",268435456,33795528
secret_key,"A=4.7.9.15|t=1.0.1.0|e=1.1.1.0",268435456,64351750
secret_key,"A=5.2.0.11|t=0.1.1.0|e=0.1.1.0",268435456,37130928
secret_key,"A=6.7.15.7|t=0.1.0.0|e=0.0.0.0",268435456,7424320
secret_key,"A=7.5.14.0|t=16.1.1.16|e=1.0.16.1",268435456,76707710
secret_key,"A=8.4.14.10|t=16.0.1.16|e=0.1.0.0",268435456,42598368
secret_key,"A=8.8.16.5|t=0.16.0.0|e=0.0.0.0",268435456,8099584
