feature_id,feature_value,Nz,Ez
at_pair_histogram,"-10:-14:1;-4:13:1;-1:-5:1;1:13:1;",268435456,4211712
at_pair_histogram,"-10:-1:1;-1:-1:1;0:0:1;10:0:1;",268435456,0
at_pair_histogram,"-10:-4:1;-5:13:1;-1:-2:1;8:-11:1;",268435456,3723264
at_pair_histogram,"-10:-4:1;4:14:1;7:1:1;12:-9:1;",268435456,4134016
at_pair_histogram,"-10:-8:1;6:6:1;10:0:1;12:-12:1;",268435456,1261568
at_pair_histogram,"-10:0:1;-5:-1:1;3:1:1;5:0:1;",268435456,0
at_pair_histogram,"-10:13:1;3:0:1;8:6:1;9:13:1;",268435456,466944
at_pair_histogram,"-10:14:1;4:12:1;10:2:1;13:-3:1;",268435456,7512064
at_pair_histogram,"-10:5:1;1:-14:1;4:7:1;5:6:1;",268435456,818048
at_pair_histogram,"-10:7:1;-3:12:1;-2:-2:1;5:-7:1;",268435456,786432
at_pair_histogram,"-11:-11:1;3:-11:1;3:2:1;4:-4:1;",268435456,147456
at_pair_histogram,"-11:-14:1;-10:-5:1;-5:6:1;-2:8:1;",268435456,98304
at_pair_histogram,"-11:-1:1;-3:-1:1;-1:-1:1;0:-1:1;",268435456,524288
at_pair_histogram,"-11:-1:1;8:11:1;9:0:1;12:5:1;",268435456,2062464
at_pair_histogram,"-11:-2:1;-8:-2:1;-1:9:1;3:-12:1;",268435456,1179648
at_pair_histogram,"-11:0:1;-5:-10:1;-1:-6:1;-1:-1:1;",268435456,131072
at_pair_histogram,"-11:13:1;-9:2:1;-1:1:1;9:9:1;",268435456,8996864
at_pair_histogram,"-11:1:1;-9:0:1;-4:4:1;7:7:1;",268435456,5524416
at_pair_histogram,"-11:9:1;-8:-12:1;0:-4:1;3:1:1;",268435456,393216
at_pair_histogram,"-12:-11:1;-1:-2:1;4:4:1;9:10:1;",268435456,917504
at_pair_histogram,"-12:-13:1;-1:13:1;7:1:1;14:8:1;",268435456,0
at_pair_histogram,"-12:-2:1;-11:-14:1;2:-2:1;14:-3:1;",268435456,3107328
at_pair_histogram,"-12:-3:1;-8:5:1;5:-14:1;9:-4:1;",268435456,2927616
at_pair_histogram,"-12:-4:1;-11:-2:1;-3:-5:1;11:-3:1;",268435456,3267232
at_pair_histogram,"-12:-4:1;-12:14:1;-8:-8:1;-4:-12:1;",268435456,1793792
at_pair_histogram,"-12:11:1;-7:5:1;8:8:1;10:-5:1;",268435456,1424896
at_pair_histogram,"-12:11:1;-9:7:1;6:-3:1;12:-5:1;",268435456,262144
at_pair_histogram,"-12:12:1;3:-9:1;8:5:1;8:14:1;",268435456,196608
at_pair_histogram,"-12:12:1;4:1:1;14:-1:1;14:11:1;",268435456,2391680
at_pair_histogram,"-12:3:1;-11:1:1;-7:4:1;13:5:1;",268435456,32768
at_pair_histogram,"-12:5:1;-9:-14:1;3:-12:1;4:9:1;",268435456,0
at_pair_histogram,"-12:7:1;-9:-1:1;-3:-10:1;8:2:1;",268435456,4326144
at_pair_histogram,"-12:8:1;-10:5:1;7:-5:1;11:-5:1;",268435456,3461120
at_pair_histogram,"-13:-11:1;-11:-7:1;-2:-1:1;2:-12:1;",268435456,4755456
at_pair_histogram,"-13:-12:1;-8:-8:1;-5:-6:1;1:0:1;",268435456,393216
at_pair_histogram,"-13:-1:1;-10:-1:1;2:0:1;6:0:1;",268435456,0
at_pair_histogram,"-13:-5:1;-13:12:1;-6:-5:1;-2:-4:1;",268435456,2052864
at_pair_histogram,"-13:-5:1;-4:11:1;3:14:1;11:-9:1;",268435456,229376
at_pair_histogram,"-13:12:1;-5:-9:1;-2:-7:1;-1:7:1;",268435456,7478400
at_pair_histogram,"-13:12:1;-6:-13:1;-6:-2:1;11:-11:1;",268435456,327680
at_pair_histogram,"-13:13:1;-5:-1:1;6:-8:1;6:12:1;",268435456,1048576
at_pair_histogram,"-13:14:1;-12:-4:1;-2:-12:1;3:-6:1;",268435456,1078912
at_pair_histogram,"-13:14:1;1:-3:1;5:-10:1;8:11:1;",268435456,2007040
at_pair_histogram,"-13:14:1;2:-7:1;9:-2:1;11:-3:1;",268435456,416000
at_pair_histogram,"-13:1:1;-5:-14:1;5:-13:1;6:6:1;",268435456,3941376
at_pair_histogram,"-13:1:1;-7:-2:1;3:-4:1;9:6:1;",268435456,5052160
at_pair_histogram,"-13:3:1;-6:-7:1;1:7:1;12:-2:1;",268435456,1736704
at_pair_histogram,"-13:5:1;3:-5:1;3:4:1;5:13:1;",268435456,399616
at_pair_histogram,"-13:5:1;3:-5:1;4:7:1;7:-14:1;",268435456,2539520
at_pair_histogram,"-13:6:1;-5:14:1;0:0:1;6:8:1;",268435456,393216
at_pair_histogram,"-13:7:1;-7:-8:1;14:5:1;14:13:1;",268435456,1097728
at_pair_histogram,"-14:-14:1;-10:10:1;-3:3:1;9:-9:1;",268435456,0
at_pair_histogram,"-14:-14:2;6:6:1;9:10:1;",268435456,0
at_pair_histogram,"-14:-1:1;1:1:1;9:0:1;13:0:1;",268435456,0
at_pair_histogram,"-14:-3:1;-11:12:1;2:1:1;12:-4:1;",268435456,2723840
at_pair_histogram,"-14:-7:1;-1:-5:1;9:5:1;13:2:1;",268435456,2334720
at_pair_histogram,"-14:-8:1;-2:2:1;0:14:1;6:-9:1;",268435456,1764864
at_pair_histogram,"-14:-9:1;-14:-6:1;-8:14:1;6:14:1;",268435456,131072
at_pair_histogram,"-14:0:1;-5:1:1;-1:-1:1;9:1:1;",268435456,0
at_pair_histogram,"-14:10:1;-10:5:1;6:-13:1;9:-10:1;",268435456,1474560
at_pair_histogram,"-14:10:1;-9:6:1;-4:-7:1;-2:-12:1;",268435456,2537472
at_pair_histogram,"-14:12:1;-10:-3:1;-8:-10:1;4:-4:1;",268435456,3876608
at_pair_histogram,"-14:13:1;-10:-3:1;10:5:1;12:6:1;",268435456,1121152
at_pair_histogram,"-14:1:1;-1:-13:1;-1:13:1;0:-3:1;",268435456,671744
at_pair_histogram,"-14:1:1;6:1:1;11:0:1;12:1:1;",268435456,0
at_pair_histogram,"-14:3:1;-10:6:1;-6:4:1;9:13:1;",268435456,98304
at_pair_histogram,"-14:3:1;-12:-9:1;-12:2:1;3:-9:1;",268435456,0
at_pair_histogram,"-14:8:1;-4:5:1;6:11:1;11:8:1;",268435456,0
at_pair_histogram,"-2:-1:1;0:-1:1;11:-12:1;13:11:1;",268435456,0
at_pair_histogram,"-2:-3:1;-1:-2:1;10:12:1;14:8:1;",268435456,3096576
at_pair_histogram,"-2:-7:1;-1:-3:1;7:-9:1;9:0:1;",268435456,0
at_pair_histogram,"-3:-8:1;8:14:1;11:13:1;13:3:1;",268435456,0
at_pair_histogram,"-3:12:1;5:-11:1;8:10:1;13:-13:1;",268435456,24576
