dataset,statistic,quintile,quintile_probability,score_min,score_max,mean_margin,median_margin,failure_probability
n4q29d43,E_sum_3_8,5,0.16517241671681404,-0.25,-0,4.5721139216312405,5,0.0051910555398780546
n4q29d43,B_u_mean,1,0.18779754638671875,-0.5,-0.39655172413793105,4.6937828707109013,5,0.0050910188782246598
n4q29d43,B_u_mean,2,0.18072986602783203,-0.38793103448275862,-0.37068965517241381,4.4934192087386746,4,0.0056190232060218774
n4q29d43,B_u_mean,3,0.24895763397216797,-0.36206896551724138,-0.34482758620689657,4.4997014254828764,4,0.0056567909623023854
n4q29d43,B_u_mean,4,0.20969200134277344,-0.33620689655172414,-0.31896551724137934,4.4515903928038094,4,0.0057432905619820987
n4q29d43,B_u_mean,5,0.17282295227050781,-0.31034482758620691,-0.23275862068965517,4.440498463280683,4,0.0059343060632601344
n4q29d43,B_v_mean,1,0.23207917809486389,0.36206896551724138,0.40517241379310343,4.4748562076573384,4,0.0057340177820719932
n4q29d43,B_v_mean,2,0.12428165972232819,0.41379310344827586,0.41379310344827586,4.3649723035180656,4,0.0069349509075612792
n4q29d43,B_v_mean,3,0.31441275775432587,0.42241379310344829,0.43103448275862066,4.539979069618834,5,0.0056419457174833624
n4q29d43,B_v_mean,4,0.11954910308122635,0.43965517241379309,0.43965517241379309,4.4355836891264149,4,0.0054211180532318841
n4q29d43,B_v_mean,5,0.20967730134725571,0.44827586206896552,0.5,4.6547221869156843,5,0.004746298156099703
n4q29d43,B_sum,1,0.18575234196032397,-1,-0.82758620689655171,4.7623363375327017,5,0.0045815786268278997
n4q29d43,B_sum,2,0.23307472732267343,-0.81896551724137934,-0.7931034482758621,4.5158572636454988,4,0.0054803477794768624
n4q29d43,B_sum,3,0.14535400751628913,-0.78448275862068961,-0.77586206896551724,4.4600927098652923,4,0.0054551524681519525
n4q29d43,B_sum,4,0.25777561563882045,-0.76724137931034486,-0.74137931034482762,4.4336018092271168,4,0.0061398829588440122
n4q29d43,B_sum,5,0.17804330756189302,-0.73275862068965514,-0.59482758620689657,4.4167895352996869,4,0.0062108705643567578
n4q29d43,B_u_low_1_4,2,0.75784683227539062,0,0,4.5317730933940101,4,0.005695630639204188
n4q29d43,B_u_low_1_4,5,0.24215316772460938,0.25,0.75,4.4612426828723235,4,0.0053412400886882865
n4q29d43,B_v_low_1_4,3,1,0,0,4.514693931065267,4,0.0056098138447850943
n4q29d43,B_sum_low_1_4,2,0.75784683227539062,0,0,4.5317730933940101,4,0.005695630639204188
n4q29d43,B_sum_low_1_4,5,0.24215316772460938,0.25,0.75,4.4612426828723235,4,0.0053412400886882865
n4q29d43,B_u_low_3_8,1,0.20403766632080078,0,0.25,4.683480499658268,5,0.0047709785684906213
n4q29d43,B_u_low_3_8,2,0.30962562561035156,0.5,0.5,4.5041979405245689,4,0.0056623215281242879
n4q29d43,B_u_low_3_8,4,0.3394622802734375,0.75,0.75,4.4507053012756161,4,0.0056330370957671256
n4q29d43,B_u_low_3_8,5,0.14687442779541016,1,1,4.4502357140251467,4,0.0066107562986375797
n4q29d43,B_v_low_3_8,2,0.48521757125854492,0,0,4.4620313376322267,4,0.0061348894017716751
n4q29d43,B_v_low_3_8,4,0.35082018375396729,0.25,0.25,4.4650393697484176,4,0.0058058572301345991
n4q29d43,B_v_low_3_8,5,0.16396224498748779,0.5,1,4.7767825479321244,5,0.0036364823440788781
n4q29d43,B_sum_low_3_8,1,0.091431110864505172,0,0.25,4.6649034059582188,5,0.0058226619163069641
n4q29d43,B_sum_low_3_8,2,0.23101483879145235,0.5,0.5,4.5256199818156331,5,0.0052525149316303846
n4q29d43,B_sum_low_3_8,3,0.32503479474689811,0.75,0.75,4.4639921969153207,4,0.0055225252253565896
n4q29d43,B_sum_low_3_8,4,0.23471170535776764,1,1,4.4505174305525985,4,0.0063800340762645022
n4q29d43,B_sum_low_3_8,5,0.11780755023937672,1.25,2,4.6444386256654342,5,0.0048515649027418102
n4q29d43,C_u,1,0.06351780891418457,-1,-0.5,4.9596541619150765,5,0.0048233528628482845
n4q29d43,C_u,2,0.30936574935913086,-0.375,-0.375,4.4700536348941489,4,0.0054848479499049769
n4q29d43,C_u,4,0.62711644172668457,-0.25,-0.25,4.4916476205568951,4,0.0057511184577514803
n4q29d43,C_v,1,0.18907922506332397,-1,-0.5,4.9882635930702222,5,0.0034144959167337068
n4q29d43,C_v,3,0.4538341760635376,-0.375,-0.375,4.3883068525931801,4,0.0059236295330569741
n4q29d43,C_v,5,0.35708659887313843,-0.25,-0.25,4.4245661884294432,4,0.0063734065675065876
n4q29d43,C_sum,1,0.17428891299641691,-2,-0.875,4.9375644191877175,5,0.0036443381189451467
n4q29d43,C_sum,2,0.17335524965892546,-0.75,-0.75,4.473601700261475,4,0.0058406489488714948
n4q29d43,C_sum,3,0.40925345662981272,-0.625,-0.625,4.3907167633356918,4,0.0060773032329263961
n4q29d43,C_sum,5,0.24310238071484491,-0.5,-0.5,4.4495362008118144,5,0.0060673268576848906
n4q29d43,S_C,1,0.20003371458733454,-0.17282473885969385,-0.012787873980827508,4.5174427359756439,4,0.0054483388537966372
n4q29d43,S_C,2,0.19949561584508047,-0.012690609620096632,0.0066316258139104967,4.5411274043718057,4,0.0057905176961417486
n4q29d43,S_C,3,0.20015226828400046,0.0066370978922410048,0.020105822398184814,4.6074283341397679,5,0.005076686981120463
n4q29d43,S_C,4,0.20037033545668237,0.020111294476515301,0.036855407826544673,4.4836035702889143,4,0.0056186741064122945
n4q29d43,S_C,5,0.19994806582690217,0.036860879904875146,0.11652794292508918,4.4238971998084384,4,0.0061158554170358268
n4q19d43,T_marg,1,0.20053170729079284,-0.64856934597788563,-0.24920022541760461,2.6749280186712237,3,0.040267632952750675
n4q19d43,T_marg,2,0.19998150671017356,-0.24916906454228649,-0.13561364697551928,2.5026770583017353,3,0.049697358033714355
n4q19d43,T_marg,3,0.19816386178717948,-0.13537380962485288,-0.033396763454204025,2.4479399141040594,3,0.052243873752614051
n4q19d43,T_marg,4,0.20119192294077948,-0.031960623789923967,0.10183935043123316,2.3914764781831273,3,0.054823957015559727
n4q19d43,T_marg,5,0.20013100127107464,0.10282926215710558,1.0966912524904293,2.3505253010721772,3,0.055708045351047196
n4q19d43,S_u2,1,0.20408153533935547,0,0.048476454293628811,2.7708784038105447,3,0.032757630964654547
n4q19d43,S_u2,2,0.19466686248779297,0.049861495844875349,0.072022160664819951,2.4558686098553899,3,0.049689685225023636
n4q19d43,S_u2,3,0.20104408264160156,0.072714681440443213,0.09141274238227147,2.4349244371389482,3,0.050129819498767401
n4q19d43,S_u2,4,0.20308876037597656,0.092105263157894732,0.11426592797783934,2.3700357768152651,3,0.05691948006156846
n4q19d43,S_u2,5,0.19711875915527344,0.1149584487534626,0.22437673130193905,2.3292194000920063,3,0.063663188739396318
n4q19d43,S_v2,1,0.20335128903388977,-0.22437673130193905,-0.11911357340720222,2.4952323174301938,3,0.049170247625447049
n4q19d43,S_v2,2,0.2059750109910965,-0.11772853185595568,-0.092797783933518008,2.5185619858882631,3,0.050589466824082892
n4q19d43,S_v2,3,0.20527194440364838,-0.090720221606648194,-0.071329639889196675,2.3849310269656234,3,0.05423353501982895
n4q19d43,S_v2,4,0.20344564318656921,-0.070637119113573413,-0.054016620498614956,2.5230758986564936,3,0.048577640870122299
n4q19d43,S_v2,5,0.18195611238479614,-0.051939058171745149,-0,2.4429583408876523,3,0.050071689339570291
n4q19d43,S_2sum,1,0.1996939321688842,-0.43698060941828254,-0.21191135734072022,2.3809824062650526,3,0.059836172842528991
n4q19d43,S_2sum,2,0.20034649426816031,-0.21121883656509696,-0.18005540166204986,2.3878955625759528,3,0.05603397239013086
n4q19d43,S_2sum,3,0.19721027713967487,-0.1793628808864266,-0.15304709141274239,2.4604552093367902,3,0.051210976304933604
n4q19d43,S_2sum,4,0.20162501814775169,-0.1523545706371191,-0.12188365650969529,2.4537659486565966,3,0.048408484531961525
n4q19d43,S_2sum,5,0.20112427827552892,-0.12119113573407202,-0,2.6834506242988376,3,0.037342874886393665
n4q19d43,S_2max,1,0.19750187220051885,-0.22437673130193905,-0.1329639889196676,2.4783370606336717,3,0.052584890509368522
n4q19d43,S_2max,2,0.21421450006891973,-0.13227146814404434,-0.11218836565096953,2.4815305635801064,3,0.054985781834340663
n4q19d43,S_2max,3,0.19248595245881006,-0.11149584487534626,-0.095567867036011084,2.3764205598410557,3,0.054446143907272343
n4q19d43,S_2max,4,0.19653222488705069,-0.094875346260387808,-0.077562326869806089,2.449010252379868,3,0.047733149973744476
n4q19d43,S_2max,5,0.19926545038470067,-0.076869806094182827,-0,2.5782488808515827,3,0.042756010088030122
n4q19d43,S_u1,1,0.22089767456054688,0,0.18421052631578946,2.7537147144765126,3,0.033908528117417798
n4q19d43,S_u1,2,0.16479778289794922,0.19736842105263158,0.22368421052631579,2.4531957502797734,3,0.049707260410427626
n4q19d43,S_u1,3,0.20066070556640625,0.23684210526315788,0.26315789473684209,2.4382670755590494,3,0.049625853749582657
n4q19d43,S_u1,4,0.19038200378417969,0.27631578947368424,0.30263157894736842,2.3666883739495703,3,0.058392930180110547
n4q19d43,S_u1,5,0.22326183319091797,0.31578947368421051,0.47368421052631576,2.334206881121041,3,0.06175931789845629
n4q19d43,S_v1,1,0.2023668959736824,-0.47368421052631576,-0.31578947368421051,2.4879173514760011,3,0.050470398288368808
n4q19d43,S_v1,2,0.19208856672048569,-0.30263157894736842,-0.27631578947368424,2.3575207108093688,3,0.057036445123256264
n4q19d43,S_v1,3,0.20825976878404617,-0.26315789473684209,-0.22368421052631579,2.5268873575230502,3,0.049860963807063452
n4q19d43,S_v1,4,0.19579067081212997,-0.21052631578947367,-0.18421052631578946,2.4036624394601969,3,0.050772209396291935
n4q19d43,S_v1,5,0.20149409770965576,-0.17105263157894737,-0,2.5825095274721401,3,0.044919614367774759
n4q19d43,S_1sum,1,0.19125124113634229,0,0.38157894736842107,2.7912787701359187,3,0.032180396551316139
n4q19d43,S_1sum,2,0.21590031177038327,0.39473684210526316,0.46052631578947367,2.4399477692224267,3,0.049993647676918503
n4q19d43,S_1sum,3,0.18378180137369782,0.47368421052631576,0.51315789473684215,2.4239361334929432,3,0.052489219252207286
n4q19d43,S_1sum,4,0.2072292925149668,0.52631578947368418,0.57894736842105265,2.382897004339835,3,0.056563985470088521
n4q19d43,S_1sum,5,0.20183735320460983,0.59210526315789469,0.93421052631578949,2.3466743960209699,3,0.060587986707344409
n4q19d43,E_u_1_4,1,0.30188941955566406,0,0.25,2.6086960962474448,3,0.044341710730041319
n4q19d43,E_u_1_4,3,0.3611602783203125,0.5,0.5,2.4344037644355145,3,0.051682081677432275
n4q19d43,E_u_1_4,4,0.26470565795898438,0.75,0.75,2.3991347200766646,3,0.05439266371899814
n4q19d43,E_u_1_4,5,0.072244644165039062,1,1,2.3771553932872975,3,0.056689705148614267
n4q19d43,E_v_1_4,1,0.14759666472673416,-1,-1,2.3962186690658607,3,0.056813853789349458
n4q19d43,E_v_1_4,2,0.35525146126747131,-0.75,-0.75,2.4173709690388177,3,0.053638354606785663
n4q19d43,E_v_1_4,4,0.33064471185207367,-0.5,-0.5,2.4860418281578798,3,0.049016716524556934
n4q19d43,E_v_1_4,5,0.16650716215372086,-0.25,-0,2.6371474309825129,3,0.0414253918408935
n4q19d43,E_sum_1_4,1,0.25271603855071589,-2,-1.5,2.3758962214040737,3,0.056511846294702871
n4q19d43,E_sum_1_4,2,0.25935338146518916,-1.25,-1.25,2.3990808770182657,3,0.054771889399894642
n4q19d43,E_sum_1_4,4,0.23992351349443197,-1,-1,2.4291125994106397,3,0.052349143818993388
n4q19d43,E_sum_1_4,5,0.24800706648966298,-0.75,-0,2.6939188972006138,3,0.038300789975220767
n4q19d43,E_u_3_8,2,0.40189170837402344,0,0,2.6218854220222489,3,0.039557625534584161
n4q19d43,E_u_3_8,4,0.40561294555664062,0.25,0.25,2.3891695112255964,3,0.055702491102066244
n4q19d43,E_u_3_8,5,0.19249534606933594,0.5,1,2.3416507797639601,3,0.062618908879731483
n4q19d43,E_v_3_8,1,0.097471341490745544,-1,-0.5,2.9500905632929655,3,0.030946006060383346
n4q19d43,E_v_3_8,2,0.31752198934555054,-0.25,-0.25,2.4856957596102021,3,0.049282231828324467
n4q19d43,E_v_3_8,4,0.58500666916370392,-0,-0,2.3875567543496823,3,0.054496542343567544
n4q19d43,E_sum_3_8,1,0.13502469076775014,-2,-0.75,2.55208095388363,3,0.052383656614658901
n4q19d43,E_sum_3_8,2,0.26501986687071621,-0.5,-0.5,2.4698124936450236,3,0.053732630353701717
n4q19d43,E_sum_3_8,3,0.38304159673862159,-0.25,-0.25,2.4500871818383718,3,0.049976971538185082
n4q19d43,E_sum_3_8,5,0.21691384562291205,-0,-0,2.4706599241323457,3,0.046510729389379384
n4q19d43,B_u_mean,1,0.18247222900390625,-0.5,-0.34210526315789475,2.798173432067649,3,0.031529749038402173
n4q19d43,B_u_mean,2,0.21926403045654297,-0.32894736842105265,-0.28947368421052633,2.4839485937153829,3,0.044852114429942178
n4q19d43,B_u_mean,3,0.21665573120117188,-0.27631578947368424,-0.25,2.4328426884643544,3,0.050599035690741513
n4q19d43,B_u_mean,4,0.19322967529296875,-0.23684210526315788,-0.21052631578947367,2.3893593162217011,3,0.05649611534497908
n4q19d43,B_u_mean,5,0.18837833404541016,-0.19736842105263158,-0.078947368421052627,2.2801720479609067,3,0.06942584839797257
n4q19d43,B_v_mean,1,0.17627091705799103,0.28947368421052633,0.36842105263157893,2.4883294684576573,3,0.049697338975286109
n4q19d43,B_v_mean,2,0.26289372891187668,0.38157894736842107,0.39473684210526316,2.5078722408839731,3,0.049528097066652885
n4q19d43,B_v_mean,3,0.14071713387966156,0.40789473684210525,0.40789473684210525,2.3741933601135723,3,0.055214960587547851
n4q19d43,B_v_mean,4,0.25425286591053009,0.42105263157894735,0.43421052631578949,2.3941086496315176,3,0.052527825182712255
n4q19d43,B_v_mean,5,0.16586535423994064,0.44736842105263158,0.5,2.6095039602335288,3,0.046058557751096026
n4q19d43,B_sum,1,0.19783366197953001,-1,-0.75,2.7644956582565445,3,0.03345919845736707
n4q19d43,B_sum,2,0.21049556735670194,-0.73684210526315785,-0.69736842105263153,2.4795351387762397,3,0.046580643653024077
n4q19d43,B_sum,3,0.19530424554250203,-0.68421052631578949,-0.65789473684210531,2.4312760618251459,3,0.050494100926428864
n4q19d43,B_sum,4,0.17774024975369684,-0.64473684210526316,-0.61842105263157898,2.3885383652770056,3,0.055280777664404743
n4q19d43,B_sum,5,0.21862627536756918,-0.60526315789473684,-0.38157894736842107,2.311385366221367,3,0.066019857043026417
n4q19d43,B_u_low_1_4,1,0.10622024536132812,0,0,3.027835405226091,3,0.02078539149126302
n4q19d43,B_u_low_1_4,2,0.20163726806640625,0.25,0.25,2.4773639527544984,3,0.046070235853293701
n4q19d43,B_u_low_1_4,3,0.3527069091796875,0.5,0.5,2.4276948555449813,3,0.051485610291887203
n4q19d43,B_u_low_1_4,4,0.26699066162109375,0.75,0.75,2.3697365347803245,3,0.059311864280346412
n4q19d43,B_u_low_1_4,5,0.072444915771484375,1,1,2.2560641622349999,2,0.06974998089658424
n4q19d43,B_v_low_1_4,3,1,0,0,2.4735489715239964,3,0.0505453817313537
n4q19d43,B_sum_low_1_4,1,0.10622024536132812,0,0,3.027835405226091,3,0.02078539149126302
n4q19d43,B_sum_low_1_4,2,0.20163726806640625,0.25,0.25,2.4773639527544984,3,0.046070235853293701
n4q19d43,B_sum_low_1_4,3,0.3527069091796875,0.5,0.5,2.4276948555449813,3,0.051485610291887203
n4q19d43,B_sum_low_1_4,4,0.26699066162109375,0.75,0.75,2.3697365347803245,3,0.059311864280346412
n4q19d43,B_sum_low_1_4,5,0.072444915771484375,1,1,2.2560641622349999,2,0.06974998089658424
n4q19d43,B_u_low_3_8,1,0.30647182464599609,0,0.5,2.5900221854176873,3,0.042999054193722984
n4q19d43,B_u_low_3_8,3,0.41193771362304688,0.75,0.75,2.4549890297916179,3,0.050609061107010057
n4q19d43,B_u_low_3_8,5,0.28159046173095703,1,1,2.3739354467982547,3,0.058665347227932943
n4q19d43,B_v_low_3_8,1,0.21136694401502609,0,0,2.4227154848414605,3,0.054480461606880151
n4q19d43,B_v_low_3_8,3,0.39846029877662659,0.25,0.25,2.4506646536682823,3,0.051778728223859281
n4q19d43,B_v_low_3_8,4,0.28603024780750275,0.5,0.5,2.5023637383505819,3,0.048360112856707667
n4q19d43,B_v_low_3_8,5,0.10414250940084457,0.75,1,2.585137563298272,3,0.043841755844869684
n4q19d43,B_sum_low_3_8,1,0.29430413374211639,0,0.75,2.5292060962272629,3,0.04686981992098925
n4q19d43,B_sum_low_3_8,3,0.29932284750975668,1,1,2.4592296194583541,3,0.051280141526205643
n4q19d43,B_sum_low_3_8,4,0.25293103652074933,1.25,1.25,2.4411896776711228,3,0.053013523655640979
n4q19d43,B_sum_low_3_8,5,0.15344198222737759,1.5,2,2.4480713098987112,3,0.052093412732685924
n4q19d43,C_u,1,0.067241430282592773,-1,-0.5,3.019617908664074,3,0.026852925465197089
n4q19d43,C_u,2,0.32304048538208008,-0.375,-0.375,2.4405226835764231,3,0.054665514856798415
n4q19d43,C_u,4,0.60971808433532715,-0.25,-0.25,2.4308249176595957,3,0.050975326074971905
n4q19d43,C_v,1,0.16074564307928085,-1,-0.5,2.9415297537093426,3,0.033698977818974025
n4q19d43,C_v,3,0.4836009293794632,-0.375,-0.375,2.4037750426978612,3,0.051862633541405599
n4q19d43,C_v,5,0.35565342754125595,-0.25,-0.25,2.3569097611524312,3,0.056368359019153561
n4q19d43,C_sum,1,0.16275965794920921,-2,-0.875,2.9139822439982499,3,0.033003289349153843
n4q19d43,C_sum,2,0.18830144399544224,-0.75,-0.75,2.4074069246198873,3,0.055029467402364023
n4q19d43,C_sum,3,0.41567075392231345,-0.625,-0.625,2.3787693859838059,3,0.054207837954741094
n4q19d43,C_sum,5,0.23326814413303509,-0.5,-0.5,2.3885265432268179,3,0.052639149018876293
n4q19d43,S_C,1,0.1993565266020596,-0.27451083343777494,-0.10307786568464589,2.4233181052400745,3,0.050514717158360117
n4q19d43,S_C,2,0.20074213430052623,-0.10300971411190576,-0.075377034659715125,2.3928320285656337,3,0.053466481229674255
n4q19d43,S_C,3,0.19955755828414112,-0.075308883086975004,-0.05113880751290073,2.3666192259772445,3,0.055805101187792493
n4q19d43,S_C,4,0.20005407920689322,-0.051070655940160609,-0.023057640313788264,2.3892893466418448,3,0.055427457789980539
n4q19d43,S_C,5,0.20028970160637982,-0.022989488741048142,0.0621905666606139,2.7951444530540881,3,0.037531379779965165
