dataset,statistic,curve_or_frozen,target_s,threshold,selection_probability,actual_selection_cost_bits,baseline_failure_probability,conditional_failure_probability,amplification,gain_bits,gain_ci_low,gain_ci_high,bootstrap_valid_replicates,bootstrap_zero_support_replicates,bootstrap_zero_support_fraction,support_status
n4q29d43,S_C,curve,NA,-0.040736271148337555,0.94842290383530781,0.076397591440463944,0.0056098138447850943,0.0056445023493904524,1.006183539341079,0.0088934931605766012,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.040828063430737971,0.94843692955328152,0.07637625635453954,0.0056098138447850943,0.0056444188771050665,1.006168659652074,0.0088721580746522616,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.040833535509068486,0.94855324417585507,0.076199337642251064,0.0056098138447850943,0.0056439688241094596,1.006088433639579,0.0087571214117685373,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.040930799869799361,0.94912660407135263,0.075327553601530678,0.0056098138447850943,0.0056419411806410058,1.0057269878724724,0.0082387279092734963,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.040936271948129821,0.94913527692551725,0.075314370716893952,0.0056098138447850943,0.0056419099565424048,1.005721421894801,0.0082307436046845268,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041028064230530251,0.94918841400067322,0.07523360409611024,0.0056098138447850943,0.0056417366295327259,1.0056905247893935,0.0081864214052204155,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041033536308860752,0.9492917689785827,0.075076520850717074,0.0056098138447850943,0.0056414289038393657,1.0056356699043876,0.008107728182017793,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041130800669591655,0.94978786379215308,0.074322773054912694,0.0056098138447850943,0.0056411602296742042,1.0055877763070962,0.0080390179097247199,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041228065030322558,0.94996600667946041,0.074052205519995737,0.0056098138447850943,0.0056405866731307208,1.0054855346713925,0.0078923265881065737,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041325329391053434,0.94997683275141753,0.074035764267131834,0.0056098138447850943,0.0056405223921976513,1.0054740760143233,0.0078758853352427043,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041330801469383893,0.94999744891538285,0.074004455593321805,0.0056098138447850943,0.0056404025590203527,1.0054527146678305,0.0078452348821324309,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041428065830114852,0.9503440858097747,0.073478138270949497,0.0056098138447850943,0.0056401429492912124,1.005406436888153,0.0077788307053862204,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041525330190845727,0.950588486448396,0.073107167099833226,0.0056098138447850943,0.0056403927401726308,1.0054509643695151,0.0078427234274804549,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041530802269176215,0.95060692212427966,0.073079187800016168,0.0056098138447850943,0.0056403329507415303,1.0054403063632507,0.0078274304546505531,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041622594551576617,0.95061295662890188,0.073070029522228283,0.0056098138447850943,0.005640511211900406,1.0054720830253303,0.0078730257108576857,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.04162806662990709,0.95080222300020978,0.072782818544720435,0.0056098138447850943,0.005642023822374641,1.005741719508124,0.0082598599881580533,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041719858912307527,0.9508033826132305,0.07278105901272347,0.0056098138447850943,0.005642016941283968,1.0057404928915439,0.0082581004561609484,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041725330990638049,0.95116119857993908,0.072238231525907012,0.0056098138447850943,0.0056438710224457718,1.0060709996094321,0.0087321214158232741,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041730803068968536,0.95116976660210639,0.072225235845010963,0.0056098138447850943,0.0056438639687831325,1.00606974223034,0.008730318346541803,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041822595351368924,0.95120588480494916,0.072170454285864313,0.0056098138447850943,0.005643716244414715,1.0060434090270458,0.0086925562735871899,NA,NA,NA,NA,NA,exact-curve
n4q29d43,S_C,curve,NA,-0.041828067429699411,0.95122027461184189,0.072148629414563931,0.0056098138447850943,0.0056436314185125342,1.0060282880436178,0.0086708721876401842,NA,NA,NA,NA,NA,exact-curve
