dataset,statistic,public_or_diagnostic,E0_orientation,auc,auc_ci_low,auc_ci_high,auc_minus_baseline,auc_minus_baseline_ci_low,auc_minus_baseline_ci_high,auc_retained_fraction,margin_rank_correlation,margin_corr_ci_low,margin_corr_ci_high,degenerate_on_e0
n4q29d43,S_1sum,public,1,0.5363191774598064,0.51474859830112307,0.55831865743183551,-0.020124591230428646,-0.050225783080711794,0.0092518781153627661,0.64345769785726115,-0.052632096819653182,-0.070091809362546567,-0.035597978844990413,False
n4q29d43,E_u_1_4,public,1,0.53782060448696856,0.50704946815360874,0.56717717580854154,-0.018623164203266485,-0.057696191840470812,0.019415505300196756,0.67005810144480393,-0.045149518679612956,-0.070109263951129888,-0.020762933701328794,False
n4q29d43,E_v_1_4,public,-1,0.52894655503815013,0.51482592976317731,0.5436910133394901,-0.027497213652084906,-0.040989262628449596,-0.014604425885722194,0.51283880771692669,-0.034731860173166415,-0.053972189194855358,-0.015777198990361535,False
n4q29d43,E_sum_1_4,public,-1,0.49317974859473812,0.46812804444543604,0.51930930601006486,-0.06326402009549692,-0.087993355799520279,-0.039263270262351213,-0.12083267229535304,0.0091640830499615678,-0.011070550622859889,0.029459360708523008,False
n4q29d43,E_u_3_8,public,1,0.55010816544855801,0.52134060276604521,0.57898518838164736,-0.0063356032416770347,-0.042579033102023822,0.028924876936272992,0.88775371686382243,-0.064463284316940359,-0.091099290321428175,-0.038353880385933799,False
n4q29d43,E_v_3_8,public,-1,0.52894655503815013,0.51482592976317731,0.5436910133394901,-0.027497213652084906,-0.040989262628449596,-0.014604425885722194,0.51283880771692669,-0.034731860173166415,-0.053972189194855358,-0.015777198990361535,False
n4q29d43,E_sum_3_8,public,-1,0.48688529274943138,0.4628937480900428,0.51112094136846875,-0.069558475940803666,-0.095097102236953557,-0.045799494423027443,-0.23234995739817621,0.019790232378152611,-0.00025678977821416471,0.040465813945156262,False
n4q29d43,B_u_mean,public,-1,0.51955985357097567,0.47416686758681892,0.56344568735899891,-0.036883915119259369,-0.080263444668060846,0.0052086628112707478,0.34653698760479101,-0.059063934000104672,-0.085278014644395633,-0.034635995512940707,False
n4q29d43,B_v_mean,public,1,0.4739655751592699,0.46654174807477594,0.48036263606558555,-0.082478193530965138,-0.10230087588358344,-0.064228089113631759,-0.46124533221032316,0.051588675519034399,0.04607821180298096,0.057418849755080763,False
n4q29d43,B_sum,public,-1,0.53143959587490164,0.49060134713331011,0.57073915630059402,-0.025004172815333403,-0.064416323591810876,0.013860062171971665,0.55700738282454187,-0.076115963555855967,-0.099396729235011111,-0.054155146047462258,False
n4q29d43,B_u_low_1_4,public,1,0.49463824530027373,0.4725093118541922,0.51848745118670747,-0.061805523389961314,-0.090676115550959724,-0.032130870181208304,-0.09499285437780973,-0.022388470624293555,-0.043601775613575512,-0.0012817130579512196,True
n4q29d43,B_v_low_1_4,public,1,0.5,0.5,0.5,-0.056443768690235041,-0.076610867937053739,-0.037533250412165375,0,NA,NA,NA,True
n4q29d43,B_sum_low_1_4,public,1,0.49463824530027373,0.4725093118541922,0.51848745118670747,-0.061805523389961314,-0.090676115550959724,-0.032130870181208304,-0.09499285437780973,-0.022388470624293555,-0.043601775613575512,-0.0012817130579512196,True
n4q29d43,B_u_low_3_8,public,1,0.52682989399785607,0.48750767886358953,0.56327404538943093,-0.029613874692378972,-0.066086136090503345,0.0055192697448870343,0.47533845844169736,-0.056551667699542577,-0.081463148601170057,-0.033682474208460503,False
n4q29d43,B_v_low_3_8,public,1,0.464855068235974,0.44323541995889665,0.48516240873931277,-0.091588700454261041,-0.13192302489100577,-0.053567780488553152,-0.62265388331708238,0.052576732172000568,0.017292514122735574,0.09089781725388503,True
n4q29d43,B_sum_low_3_8,public,1,0.50390243708999316,0.47004487783848636,0.53629623162999451,-0.052541331600241881,-0.092316133197524686,-0.014120731546812704,0.069138492707845972,-0.014016834721433074,-0.041831532124550812,0.015223212884124109,False
n4q29d43,C_u,public,-1,0.50928258589489617,0.49045052837520148,0.52712629140137857,-0.047161182795338874,-0.074261782827283351,-0.022058795038472967,0.16445723080326644,-0.031477413138653314,-0.05161951787431255,-0.013605202107585689,False
n4q29d43,C_v,public,-1,0.54409629537107762,0.52692682385284906,0.56253826932452344,-0.01234747331915742,-0.031249102114791705,0.0059320316983493271,0.78124293246752008,-0.10022996471221071,-0.15272314135420664,-0.052821441457296364,False
n4q29d43,C_sum,public,-1,0.53419146212946855,0.51465932995889607,0.55421734238040854,-0.022252306560766488,-0.044582733414946674,-0.0011373461416958053,0.60576150251611016,-0.087591240874572429,-0.13723794928530081,-0.04229988031553767,False
n4q29d43,S_C,public-secondary,1,0.51051345417612592,0.48232198374492208,0.53924158681457823,-0.045930314514109116,-0.073405453181170421,-0.019717122931004583,0.18626421339482221,-0.025226780153906801,-0.047821617920812014,-0.0026250684899130098,False
n4q19d43,T_marg,public,1,0.53328390789802382,0.52600289888545115,0.54125214164686475,0,0,0,1,-0.094374639424644621,-0.10996523131776224,-0.080299153893636566,False
n4q19d43,S_u2,public,1,0.5638536007459467,0.5483457567042902,0.58034527731600682,0.03056969284792288,0.014894085846827942,0.046820852878253882,1.9184526330737115,-0.12148222960694492,-0.1444203439579978,-0.10116753669811113,False
n4q19d43,S_v2,public,-1,0.50283806062562786,0.49836111523455823,0.50728192587303611,-0.030445847272395965,-0.036048629595395343,-0.025049990576735182,0.08526825138211501,-0.019849970993836733,-0.026473459907248767,-0.01358906052522491,False
n4q19d43,S_2sum,public,-1,0.45400685687958042,0.44239402751363627,0.46510006727429665,-0.079277051018443401,-0.093562371572939174,-0.065727570582054862,-1.3818432397221705,0.076759112946976529,0.063344754999505704,0.091358655915935769,False
n4q19d43,S_2max,public,-1,0.47530250693104559,0.4636976932705682,0.48662757499545006,-0.057981400966978236,-0.07145887340922108,-0.044957518887851156,-0.74202503938609876,0.02395161944756849,0.010932682317296161,0.036968869245964639,False
n4q19d43,S_u1,public,1,0.56188157400580452,0.54557383299664708,0.57877040301279847,0.028597666107780695,0.012634956604867797,0.044923283093275201,1.8592039791541015,-0.12282066273830949,-0.14552435321781879,-0.10269732476870692,False
n4q19d43,S_v1,public,-1,0.48470406560210749,0.47997387736534458,0.4894066087067534,-0.048579842295916331,-0.058628634245360689,-0.03937211715639094,-0.45955944971235418,0.030321687498080695,0.020877423975454491,0.040479149612591719,False
n4q19d43,S_1sum,public,1,0.55584338773088626,0.54482174550360063,0.56769409835522233,0.022559479832862439,0.011508308708090054,0.034072723845190112,1.6777893960643326,-0.11158904466766026,-0.12917579285202699,-0.096066557781378584,False
n4q19d43,E_u_1_4,public,1,0.53122200756407001,0.51519277214634462,0.54795895759810154,-0.0020619003339538144,-0.018157152328478365,0.014681883967283538,0.93805113449204569,-0.089020919256056527,-0.11220149326823285,-0.068302532106180855,False
n4q19d43,E_v_1_4,public,-1,0.4725288342018773,0.46300360322933759,0.48153362181154685,-0.060755073696146522,-0.074891929986705297,-0.047775418801618563,-0.82535878546141972,0.059606679257536876,0.040703065035687387,0.07965290892814185,False
n4q19d43,E_sum_1_4,public,-1,0.45932474934044543,0.44493667165924822,0.47308977470233066,-0.073959158557578397,-0.092512875837512998,-0.05634074614555018,-1.2220695593851707,0.098899983090985188,0.077120313908711102,0.12260365717385155,False
n4q19d43,E_u_3_8,public,1,0.55119377503387124,0.53770386995410402,0.56481904416362194,0.017909867135847413,0.0032518296963655047,0.032428808442052759,1.5380938798028214,-0.091580742404926835,-0.1118352506968846,-0.071900514206654192,False
n4q19d43,E_v_3_8,public,-1,0.53029756176752396,0.51997811055782062,0.54155450281093642,-0.0029863461304998618,-0.0099078308211193455,0.0040210832125496809,0.91027657750858126,-0.10500539100872594,-0.13388230834035217,-0.07839301111406885,False
n4q19d43,E_sum_3_8,public,-1,0.48637924754360934,0.47356504935930516,0.499650547729594,-0.046904660354414485,-0.059375397986555667,-0.034084617696714448,-0.40922936387524889,-0.019551185285212682,-0.042056011146497943,0.0010259194911567252,False
n4q19d43,B_u_mean,public,-1,0.57491272945311733,0.55887767765973151,0.59031603997219084,0.041628821555093509,0.024768802358682063,0.057709727244329323,2.2507191668309221,-0.12751395980336291,-0.148694861484545,-0.10869980869561674,False
