key_id,su1_numerator,minimum_margin,Nz,Ez
1,81,4,83109827328,0
1,81,5,23710468992,0
1,81,6,5142365088,0
1,81,7,163296,0
1,82,-2,1528823808,1528823808
1,82,-1,339738624,339738624
1,82,1,3376152576,0
1,82,2,6301679616,0
1,82,3,68042115072,0
1,82,4,79995423744,0
1,82,5,7861586688,0
1,82,6,4386726144,0
1,83,-2,1528823808,1528823808
1,83,-1,509607936,509607936
1,83,1,4586471424,0
1,83,2,9375842304,0
1,83,3,119227908096,0
1,83,4,34143600384,0
1,83,5,15615394560,0
1,83,6,3605036544,0
1,84,1,4586471424,0
1,84,2,113246208,0
1,84,3,11328823296,0
1,84,4,18223809408,0
1,84,5,2028322944,0
1,84,6,1317067776,0
1,85,1,4586471424,0
1,85,2,169869312,0
1,85,3,24078974976,0
1,85,4,3553901568,0
1,85,5,4344689664,0
1,85,6,1316818944,0
2,41,-1,37748736,37748736
2,41,2,61931520,0
2,41,3,28901376,0
2,41,4,173408256,0
2,42,-3,12582912,12582912
2,42,1,113246208,0
2,42,2,273874944,0
2,42,3,86704128,0
2,42,4,235726848,0
2,42,5,284497920,0
2,43,-3,113246208,113246208
2,43,-2,37748736,37748736
2,43,-1,290193408,290193408
2,43,1,110100480,0
2,43,2,1287069696,0
2,43,3,742855680,0
2,43,4,1282627584,0
2,43,5,277978176,0
2,43,6,186701760,0
2,44,-5,37748736,37748736
2,44,-3,54525952,54525952
2,44,-2,339738624,339738624
2,44,-1,779354112,779354112
2,44,1,786726912,0
2,44,2,1507520512,0
2,44,3,4124141568,0
2,44,4,3420099648,0
2,44,5,1998513216,0
2,44,6,277385472,0
2,44,7,96018048,0
2,45,-4,113246208,113246208
2,45,-3,528482304,528482304
2,45,-2,201326592,201326592
2,45,-1,1447133184,1447133184
