key_id,x_numerator,coordinate_margin,Nz,Ez
4,5,6,1707115282432,0
4,5,7,1970718900224,0
4,5,8,626931007488,0
4,7,-2,134217728,134217728
4,7,-1,41070624768,41070624768
4,7,1,73148661760,0
4,7,2,192468221952,0
4,7,3,246289530880,0
4,7,4,458621976576,0
4,7,5,751350841344,0
4,7,6,924625928192,0
4,7,7,877112852480,0
4,7,8,283467841536,0
4,9,-1,805306368,805306368
4,9,1,9126805504,0
4,9,2,66840428544,0
4,9,3,148713242624,0
4,9,4,256087425024,0
4,9,5,466272387072,0
4,9,6,563446022144,0
4,9,7,731486617600,0
4,9,8,231122927616,0
4,11,-3,402653184,402653184
4,11,-2,4429185024,4429185024
4,11,-1,37044092928,37044092928
4,11,1,83349209088,0
4,11,2,147236847616,0
4,11,3,299976622080,0
4,11,4,372722630656,0
4,11,5,724238860288,0
4,11,6,798192828416,0
4,11,7,1136689938432,0
4,11,8,244007829504,0
4,13,-1,11274289152,11274289152
4,13,1,37983617024,0
4,13,2,110326972416,0
4,13,3,276220084224,0
4,13,4,441442107392,0
4,13,5,782623571968,0
4,13,6,1108369997824,0
4,13,7,1172257636352,0
4,13,8,457548234752,0
4,14,-2,1207959552,1207959552
4,14,-1,3623878656,3623878656
4,14,1,3221225472,0
4,14,2,35433480192,0
4,14,3,70464307200,0
4,14,4,131533373440,0
4,14,5,226425307136,0
4,14,6,408021893120,0
4,14,7,655385165824,0
4,14,8,113950851072,0
5,0,3,25769803776,0
5,0,4,146028888064,0
5,0,5,231928233984,0
5,0,6,352187318272,0
5,0,7,309237645312,0
5,0,8,309237645312,0
5,2,1,154618822656,0
5,2,2,128849018880,0
5,2,3,34359738368,0
5,2,4,876173328384,0
5,2,5,1039382085632,0
5,2,6,1984274890752,0
5,2,7,2491081031680,0
5,2,8,1262720385024,0
5,4,1,25769803776,0
5,4,2,25769803776,0
5,4,3,154618822656,0
5,4,4,352187318272,0
5,4,5,1022202216448,0
5,4,6,1846835937280,0
5,4,7,1675037245440,0
5,4,8,395136991232,0
5,5,-1,8589934592,8589934592
5,5,1,111669149696,0
5,5,2,240518168576,0
5,5,3,292057776128,0
5,5,4,824633720832,0
5,5,5,1477468749824,0
5,5,6,1812476198912,0
5,5,7,2207613190144,0
5,5,8,446676598784,0
5,7,3,214748364800,0
5,7,4,979252543488,0
5,7,5,369367187456,0
5,7,6,1434519076864,0
5,7,7,936302870528,0
5,7,8,463856467968,0
5,9,1,17179869184,0
5,9,2,51539607552,0
5,9,3,34359738368,0
5,9,4,171798691840,0
5,9,5,154618822656,0
5,9,6,773094113280,0
5,9,7,223338299392,0
5,9,8,223338299392,0
5,11,-2,8589934592,8589934592
5,11,-1,25769803776,25769803776
5,11,1,17179869184,0
5,11,2,68719476736,0
5,11,3,8589934592,0
5,11,4,369367187456,0
5,11,5,309237645312,0
5,11,6,1082331758592,0
5,11,7,1099511627776,0
5,11,8,584115552256,0
5,13,2,128849018880,0
5,13,3,128849018880,0
5,13,4,438086664192,0
5,13,5,188978561024,0
5,13,6,618475290624,0
5,13,7,1365799600128,0
5,13,8,154618822656,0
5,14,3,25769803776,0
5,14,4,8589934592,0
5,14,5,77309411328,0
5,14,6,128849018880,0
5,14,7,8589934592,0
5,14,8,25769803776,0
6,0,4,137438953472,0
6,0,5,206158430208,0
6,0,6,481036337152,0
6,0,7,137438953472,0
6,0,8,137438953472,0
6,2,3,309237645312,0
6,2,4,618475290624,0
6,2,5,549755813888,0
6,2,6,1254130450432,0
6,2,7,481036337152,0
6,2,8,360777252864,0
6,4,2,154618822656,0
6,4,3,103079215104,0
6,4,4,481036337152,0
6,4,5,987842478080,0
6,4,6,1382979469312,0
6,4,7,1065151889408,0
6,4,8,498216206336,0
6,5,2,206158430208,0
6,5,3,77309411328,0
6,5,4,223338299392,0
6,5,5,446676598784,0
6,5,6,1460288880640,0
6,5,7,1030792151040,0
6,5,8,953482739712,0
6,7,2,188978561024,0
6,7,3,103079215104,0
6,7,4,661424963584,0
6,7,5,730144440320,0
6,7,6,1752346656768,0
6,7,7,1795296329728,0
