dataset,score,threshold,false_positive_rate,true_positive_rate,auc
e0,joint,0.13975068422926135,0.24285669598349391,0.51675523114355226,0.71318500238622107
e0,joint,0.13670720977974157,0.24378763006609591,0.51820470397404705,0.71318500238622107
e0,joint,0.13298269718133751,0.24576949314584909,0.52122497972424975,0.71318500238622107
e0,joint,0.093867364494326005,0.25766194327446251,0.53240673154906737,0.71318500238622107
e0,joint,0.072899241122745873,0.26705582368613112,0.57582773722627734,0.71318500238622107
e0,joint,0.072860455366107413,0.27876388455106932,0.58720754257907548,0.71318500238622107
e0,joint,0.047984044759390672,0.29051194851049972,0.59567566909975667,0.71318500238622107
e0,joint,0.030951629506565395,0.30248268055678329,0.60689075425790751,0.71318500238622107
e0,joint,0.014281700474373688,0.33956715847099439,0.66157915652879151,0.71318500238622107
e0,joint,-0.0011568522699610673,0.34538734289445611,0.6663827250608273,0.71318500238622107
e0,joint,-0.0023345615569646816,0.35112924540024765,0.67115296025952964,0.71318500238622107
e0,joint,-0.0064329754557861385,0.3565596942154261,0.68975506893755067,0.71318500238622107
e0,joint,-0.043065678129503085,0.36340588473108321,0.69495944849959446,0.71318500238622107
e0,joint,-0.047040172004896408,0.37554228332835404,0.7020533657745337,0.71318500238622107
e0,joint,-0.059735607161694793,0.39489911834559155,0.72335571776155716,0.71318500238622107
e0,joint,-0.076351869193033162,0.3981783087933124,0.72608678021086781,0.71318500238622107
e0,joint,-0.088948997864438425,0.41434757682979384,0.73269829683698295,0.71318500238622107
e0,joint,-0.10561892689663013,0.45432200531144534,0.77576504460665041,0.71318500238622107
e0,joint,-0.11439850780956984,0.45742635464789405,0.78257534468775347,0.71318500238622107
e0,joint,-0.1181230204079739,0.46324743712933197,0.80073114355231145,0.71318500238622107
e0,joint,-0.1222351889279685,0.4706878402777594,0.80371784266017843,0.71318500238622107
e0,joint,-0.14206438876918348,0.47377672864808967,0.80571622060016224,0.71318500238622107
e0,joint,-0.18397321462872551,0.48121713179651715,0.80870291970802921,0.71318500238622107
e0,joint,-0.20064314366091721,0.50211117624386348,0.82399286293592866,0.71318500238622107
e0,joint,-0.21725940569225557,0.50550560549109147,0.82619918896999189,0.71318500238622107
e0,joint,-0.22588204048826752,0.51125059013185736,0.82699399837793997,0.71318500238622107
e0,joint,-0.24255196952045921,0.53591970390353183,0.84411257096512571,0.71318500238622107
e0,joint,-0.25344027914627609,0.55527653892076934,0.86541492295214928,0.71318500238622107
e0,joint,-0.25916823155179758,0.55997000543835174,0.86696755879967558,0.71318500238622107
e0,joint,-0.25922189855265093,0.66013131676737757,0.9128860502838605,0.71318500238622107
e0,joint,-0.2758381605839893,0.67191427566753148,0.91877907542579074,0.71318500238622107
e0,joint,-0.29245442261532767,0.67289337439551355,0.91953690186536907,0.71318500238622107
e0,joint,-0.3274575867823446,0.68506914385446138,0.92685839416058391,0.71318500238622107
e0,joint,-0.37334090651727991,0.70981653954380608,0.94401030008110298,0.71318500238622107
e0,joint,-0.46836512328156699,0.72152121652628987,0.94986999188969989,0.71318500238622107
e0,joint,-0.51027394914110902,0.73806603085503053,0.95524858069748586,0.71318500238622107
e0,joint,-0.52694387817330068,0.91202940899910989,0.99155847526358476,0.71318500238622107
e0,joint,-0.54356014020463905,0.91921597067221406,0.99446115166261151,0.71318500238622107
e0,joint,-0.79466585779395049,1,1,0.71318500238622107
e0,marginal,inf,0,0,0.71221603354155616
e0,marginal,1.0966912524904293,0.0031145297216669749,0.0015157339821573398,0.71221603354155616
e0,marginal,1.0058775106528093,0.0063051500995421833,0.0053763990267639899,0.71221603354155616
e0,marginal,0.93092988598361615,0.0081766598151788057,0.0071353609083536088,0.71221603354155616
e0,marginal,0.91506376881518947,0.0087936471982257933,0.0094618815896188157,0.71221603354155616
e0,marginal,0.84832020095619409,0.017046253980336639,0.024223114355231144,0.71221603354155616
e0,marginal,0.84011614414599622,0.01788225255815766,0.027231549067315491,0.71221603354155616
e0,marginal,0.76516851947680309,0.018107614818939442,0.028390673154906731,0.71221603354155616
e0,marginal,0.75750645911857417,0.021665591200330785,0.036718491484184913,0.71221603354155616
e0,marginal,0.68255883444938092,0.023889829351167052,0.041612246553122463,0.71221603354155616
e0,marginal,0.67153399435149985,0.033412512830015471,0.058988645579886458,0.71221603354155616
e0,marginal,0.59994914942195887,0.038566625613682529,0.075201216545012162,0.71221603354155616
e0,marginal,0.58072025251387993,0.055377768015847664,0.10208402270884023,0.71221603354155616
e0,marginal,0.50577262784468668,0.064457996290977454,0.11369059205190592,0.71221603354155616
e0,marginal,0.4899065106762599,0.068987355286219271,0.12736699107866992,0.71221603354155616
e0,marginal,0.47243200479050712,0.071711395030902972,0.13769732360097323,0.71221603354155616
e0,marginal,0.42316294281726463,0.10199467154183306,0.20835458231954582,0.71221603354155616
e0,marginal,0.41495888600706671,0.10800121377205386,0.22009229521492296,0.71221603354155616
e0,marginal,0.38161826295288714,0.11608864973118035,0.23460105433901055,0.71221603354155616
e0,marginal,0.34001126133787352,0.11781159910416059,0.23785036496350365,0.71221603354155616
e0,marginal,0.3323492009796446,0.13887618835342092,0.29814728304947286,0.71221603354155616
e0,marginal,0.30667063828369395,0.14276265278911807,0.30414298459042982,0.71221603354155616
e0,marginal,0.29080452111526717,0.14555301231922882,0.31292416869424167,0.71221603354155616
e0,marginal,0.25740157631045146,0.15816278086799129,0.33864882400648821,0.71221603354155616
e0,marginal,0.24637673621257034,0.16888493213325584,0.35414898621248986,0.71221603354155616
e0,marginal,0.22406095325627187,0.18052709709613168,0.39046058394160582,0.71221603354155616
e0,marginal,0.21585689644607398,0.184037512327103,0.39650827250608273,0.71221603354155616
e0,marginal,0.17479189128302935,0.2053757362494823,0.47237956204379561,0.71221603354155616
e0,marginal,0.15556299437495036,0.22814956691477398,0.49919456609894564,0.71221603354155616
e0,marginal,0.14090927177688081,0.22908050099737601,0.50064403892944043,0.71221603354155616
e0,marginal,0.1332472114186519,0.24003241141527384,0.53773787510137872,0.71221603354155616
e0,marginal,0.080615369705757153,0.25174047228021201,0.54911768045417686,0.71221603354155616
e0,marginal,0.064749252537330368,0.26348853623964247,0.55758580697485804,0.71221603354155616
e0,marginal,0.058299586749458718,0.2696199731887306,0.57116155717761552,0.71221603354155616
e0,marginal,0.047274746651577604,0.28009892316957391,0.58285587996755883,0.71221603354155616
e0,marginal,-0.0019943153216649273,0.31718340108378501,0.63754428223844284,0.71221603354155616
e0,marginal,-0.01019837213186281,0.32931979968105579,0.64463819951338197,0.71221603354155616
e0,marginal,-0.024310098277963377,0.3387136800927244,0.68805920519059205,0.71221603354155616
e0,marginal,-0.043538995186042373,0.36257686226762137,0.7104560421735604,0.71221603354155616
e0,marginal,-0.085145996801055987,0.36566575063795165,0.71245442011354421,0.71221603354155616
