rank,feature_value,p_num,p_den,A_num,A_den,s_bits,g_bits
1,A=0.10|t=11.6,1,73984,2882702848,1220195071,16.174925682500678,1.2403103219883826
2,A=0.10|t=11.8,1,36992,2882702848,1220195071,15.174925682500678,1.2403103219883826
3,A=0.10|t=6.6,3,73984,2882702848,1220195071,14.589963181779522,1.2403103219883826
4,A=0.10|t=6.8,1,18496,2882702848,1220195071,14.174925682500678,1.2403103219883826
5,A=0.10|t=8.6,5,73984,2882702848,1220195071,13.852997587613316,1.2403103219883826
6,A=0.10|t=8.8,3,36992,2882702848,1220195071,13.589963181779522,1.2403103219883826
7,A=0.10|t=9.6,7,73984,2882702848,1220195071,13.367570760443074,1.2403103219883826
8,A=0.10|t=9.8,1,9248,2882702848,1220195071,13.174925682500678,1.2403103219883826
9,A=0.11|t=10.5,9,73984,2882702848,1220195071,13.005000681058366,1.2403103219883826
10,A=0.11|t=10.7,5,36992,2882702848,1220195071,12.852997587613316,1.2403103219883826
11,A=0.11|t=12.5,11,73984,2882702848,1220195071,12.715494063863382,1.2403103219883826
12,A=0.11|t=12.7,3,18496,2882702848,1220195071,12.589963181779522,1.2403103219883826
13,A=0.11|t=5.5,13,73984,2882702848,1220195071,12.474485964359587,1.2403103219883826
14,A=0.11|t=5.7,7,36992,2882702848,1220195071,12.367570760443074,1.2403103219883826
15,A=0.11|t=7.5,15,73984,2882702848,1220195071,12.26803508689216,1.2403103219883826
16,A=0.11|t=7.7,1,4624,2882702848,1220195071,12.174925682500678,1.2403103219883826
17,A=0.12|t=11.4,1,4352,2882702848,1220195071,12.087462841250339,1.2403103219883826
18,A=0.12|t=11.6,9,36992,2882702848,1220195071,12.005000681058366,1.2403103219883826
19,A=0.12|t=13.4,19,73984,2882702848,1220195071,11.926998169057093,1.2403103219883826
20,A=0.12|t=13.6,5,18496,2882702848,1220195071,11.852997587613316,1.2403103219883826
21,A=0.12|t=4.4,21,73984,2882702848,1220195071,11.782608259721918,1.2403103219883826
22,A=0.12|t=4.6,11,36992,2882702848,1220195071,11.715494063863382,1.2403103219883826
23,A=0.12|t=6.4,23,73984,2882702848,1220195071,11.651363726443666,1.2403103219883826
24,A=0.12|t=6.6,3,9248,2882702848,1220195071,11.589963181779522,1.2403103219883826
25,A=0.13|t=12.3,25,73984,2882702848,1220195071,11.531069492725955,1.2403103219883826
26,A=0.13|t=12.5,13,36992,2882702848,1220195071,11.474485964359587,1.2403103219883826
27,A=0.13|t=14.3,27,73984,2882702848,1220195071,11.42003818033721,1.2403103219883826
28,A=0.13|t=14.5,7,18496,2882702848,1220195071,11.367570760443074,1.2403103219883826
29,A=0.13|t=3.3,29,73984,2882702848,1220195071,11.316944687373107,1.2403103219883826
30,A=0.13|t=3.5,15,36992,2882702848,1220195071,11.26803508689216,1.2403103219883826
31,A=0.13|t=5.3,31,73984,2882702848,1220195071,11.220729372113803,1.2403103219883826
32,A=0.13|t=5.5,1,2312,2882702848,1220195071,11.174925682500678,1.2403103219883826
33,A=0.14|t=13.2,33,73984,2882702848,1220195071,11.130531563142226,1.2403103219883826
