feature_id,feature_value,Nz,Ez
secret_key,"A=0.14.11.2|t=0.0.18.18|e=1.0.1.1",268435456,20958120
secret_key,"A=0.16.16.3|t=1.0.1.18|e=1.18.1.18",268435456,28037296
secret_key,"A=0.5.1.3|t=18.0.18.1|e=18.0.0.0",268435456,9877376
secret_key,"A=1.11.13.4|t=0.0.18.1|e=0.18.0.18",268435456,9840640
secret_key,"A=12.7.2.11|t=0.1.1.0|e=0.1.0.18",268435456,9873584
secret_key,"A=13.17.4.18|t=18.1.0.18|e=0.1.1.0",268435456,20933504
secret_key,"A=4.8.10.17|t=1.0.1.0|e=1.1.1.0",268435456,15112832
secret_key,"A=6.3.0.13|t=0.1.1.0|e=0.1.1.0",268435456,5182464
secret_key,"A=7.8.17.8|t=0.1.0.0|e=0.0.0.0",268435456,0
secret_key,"A=8.6.15.0|t=18.1.1.18|e=1.0.18.1",268435456,37552436
secret_key,"A=9.4.16.11|t=18.0.1.18|e=0.1.0.0",268435456,9806624
secret_key,"A=9.9.18.6|t=0.18.0.0|e=0.0.0.0",268435456,0
