feature_id,feature_value,Nz,Ez
joint_uv_histogram,"0:0:1;0:1:1;",1214976,607488
joint_uv_histogram,"0:0:1;0:2:1;",161743968,2848
joint_uv_histogram,"0:0:1;0:3:1;",2573216,1965728
joint_uv_histogram,"0:0:1;1:0:1;",5074928,101616
joint_uv_histogram,"0:0:1;1:1:1;",1858400,93728
joint_uv_histogram,"0:0:1;1:2:1;",4313624,56296
joint_uv_histogram,"0:0:1;1:3:1;",2548504,416648
joint_uv_histogram,"0:0:1;2:0:1;",3521216,883008
joint_uv_histogram,"0:0:1;2:1:1;",2502128,425040
joint_uv_histogram,"0:0:1;2:2:1;",2952848,564832
joint_uv_histogram,"0:0:1;2:3:1;",2597056,652208
joint_uv_histogram,"0:0:1;3:0:1;",5846480,35456
joint_uv_histogram,"0:0:1;3:1:1;",1997664,104432
joint_uv_histogram,"0:0:1;3:2:1;",5049144,25064
joint_uv_histogram,"0:0:1;3:3:1;",1907224,442176
joint_uv_histogram,"0:0:1;4:0:1;",7833088,512
joint_uv_histogram,"0:0:1;4:1:1;",1056160,528080
joint_uv_histogram,"0:0:1;4:2:1;",7109984,384
joint_uv_histogram,"0:0:1;4:3:1;",1180928,802368
joint_uv_histogram,"0:0:1;5:0:1;",5846480,35456
joint_uv_histogram,"0:0:1;5:1:1;",1997664,104432
joint_uv_histogram,"0:0:1;5:2:1;",5049144,25064
joint_uv_histogram,"0:0:1;5:3:1;",1907224,442176
joint_uv_histogram,"0:0:1;6:0:1;",3521216,883008
joint_uv_histogram,"0:0:1;6:1:1;",2502128,425040
joint_uv_histogram,"0:0:1;6:2:1;",2952848,564832
joint_uv_histogram,"0:0:1;6:3:1;",2597056,652208
joint_uv_histogram,"0:0:1;7:0:1;",5074928,101616
joint_uv_histogram,"0:0:1;7:1:1;",1858400,93728
joint_uv_histogram,"0:0:1;7:2:1;",4313624,56296
joint_uv_histogram,"0:0:1;7:3:1;",2548504,416648
joint_uv_histogram,"0:0:2;",81553664,2816
joint_uv_histogram,"0:1:1;0:2:1;",1059520,529760
joint_uv_histogram,"0:1:1;0:3:1;",298304,262592
joint_uv_histogram,"0:1:1;1:0:1;",1858400,93728
joint_uv_histogram,"0:1:1;1:1:1;",748416,117184
joint_uv_histogram,"0:1:1;1:2:1;",1540976,62112
joint_uv_histogram,"0:1:1;1:3:1;",1033904,275392
joint_uv_histogram,"0:1:1;2:0:1;",2502128,425040
joint_uv_histogram,"0:1:1;2:1:1;",1686528,197248
joint_uv_histogram,"0:1:1;2:2:1;",2025936,264496
joint_uv_histogram,"0:1:1;2:3:1;",1848128,426560
joint_uv_histogram,"0:1:1;3:0:1;",1997664,104432
joint_uv_histogram,"0:1:1;3:1:1;",772608,141376
joint_uv_histogram,"0:1:1;3:2:1;",1697952,82400
joint_uv_histogram,"0:1:1;3:3:1;",754176,254128
joint_uv_histogram,"0:1:1;4:0:1;",1056160,528080
joint_uv_histogram,"0:1:1;4:1:1;",196352,160704
joint_uv_histogram,"0:1:1;4:2:1;",955520,477760
joint_uv_histogram,"0:1:1;4:3:1;",173792,149312
joint_uv_histogram,"0:1:1;5:0:1;",1997664,104432
joint_uv_histogram,"0:1:1;5:1:1;",772608,141376
joint_uv_histogram,"0:1:1;5:2:1;",1697952,82400
joint_uv_histogram,"0:1:1;5:3:1;",754176,254128
joint_uv_histogram,"0:1:1;6:0:1;",2502128,425040
joint_uv_histogram,"0:1:1;6:1:1;",1686528,197248
joint_uv_histogram,"0:1:1;6:2:1;",2025936,264496
joint_uv_histogram,"0:1:1;6:3:1;",1848128,426560
joint_uv_histogram,"0:1:1;7:0:1;",1858400,93728
joint_uv_histogram,"0:1:1;7:1:1;",748416,117184
joint_uv_histogram,"0:1:1;7:2:1;",1540976,62112
joint_uv_histogram,"0:1:1;7:3:1;",1033904,275392
joint_uv_histogram,"0:1:2;",71424,53568
joint_uv_histogram,"0:2:1;0:3:1;",2250016,1720256
joint_uv_histogram,"0:2:1;1:0:1;",4313624,56296
joint_uv_histogram,"0:2:1;1:1:1;",1540976,62112
joint_uv_histogram,"0:2:1;1:2:1;",3678528,24000
joint_uv_histogram,"0:2:1;1:3:1;",2118072,328968
joint_uv_histogram,"0:2:1;2:0:1;",2952848,564832
joint_uv_histogram,"0:2:1;2:1:1;",2025936,264496
joint_uv_histogram,"0:2:1;2:2:1;",2493568,346000
joint_uv_histogram,"0:2:1;2:3:1;",2102432,442936
joint_uv_histogram,"0:2:1;3:0:1;",5049144,25064
joint_uv_histogram,"0:2:1;3:1:1;",1697952,82400
joint_uv_histogram,"0:2:1;3:2:1;",4367840,16928
joint_uv_histogram,"0:2:1;3:3:1;",1623752,373848
joint_uv_histogram,"0:2:1;4:0:1;",7109984,384
joint_uv_histogram,"0:2:1;4:1:1;",955520,477760
joint_uv_histogram,"0:2:1;4:2:1;",6448896,256
joint_uv_histogram,"0:2:1;4:3:1;",1084960,740048
joint_uv_histogram,"0:2:1;5:0:1;",5049144,25064
joint_uv_histogram,"0:2:1;5:1:1;",1697952,82400
joint_uv_histogram,"0:2:1;5:2:1;",4367840,16928
joint_uv_histogram,"0:2:1;5:3:1;",1623752,373848
joint_uv_histogram,"0:2:1;6:0:1;",2952848,564832
joint_uv_histogram,"0:2:1;6:1:1;",2025936,264496
joint_uv_histogram,"0:2:1;6:2:1;",2493568,346000
joint_uv_histogram,"0:2:1;6:3:1;",2102432,442936
joint_uv_histogram,"0:2:1;7:0:1;",4313624,56296
joint_uv_histogram,"0:2:1;7:1:1;",1540976,62112
joint_uv_histogram,"0:2:1;7:2:1;",3678528,24000
joint_uv_histogram,"0:2:1;7:3:1;",2118072,328968
joint_uv_histogram,"0:2:2;",80274400,256
joint_uv_histogram,"0:3:1;1:0:1;",2548504,416648
joint_uv_histogram,"0:3:1;1:1:1;",1033904,275392
joint_uv_histogram,"0:3:1;1:2:1;",2118072,328968
joint_uv_histogram,"0:3:1;1:3:1;",1419904,517552
joint_uv_histogram,"0:3:1;2:0:1;",2597056,652208
joint_uv_histogram,"0:3:1;2:1:1;",1848128,426560
joint_uv_histogram,"0:3:1;2:2:1;",2102432,442936
joint_uv_histogram,"0:3:1;2:3:1;",1990368,639472
joint_uv_histogram,"0:3:1;3:0:1;",1907224,442176
joint_uv_histogram,"0:3:1;3:1:1;",754176,254128
joint_uv_histogram,"0:3:1;3:2:1;",1623752,373848
joint_uv_histogram,"0:3:1;3:3:1;",701984,309216
joint_uv_histogram,"0:3:1;4:0:1;",1180928,802368
joint_uv_histogram,"0:3:1;4:1:1;",173792,149312
joint_uv_histogram,"0:3:1;4:2:1;",1084960,740048
joint_uv_histogram,"0:3:1;4:3:1;",147712,131424
joint_uv_histogram,"0:3:1;5:0:1;",1907224,442176
joint_uv_histogram,"0:3:1;5:1:1;",754176,254128
joint_uv_histogram,"0:3:1;5:2:1;",1623752,373848
joint_uv_histogram,"0:3:1;5:3:1;",701984,309216
joint_uv_histogram,"0:3:1;6:0:1;",2597056,652208
joint_uv_histogram,"0:3:1;6:1:1;",1848128,426560
joint_uv_histogram,"0:3:1;6:2:1;",2102432,442936
joint_uv_histogram,"0:3:1;6:3:1;",1990368,639472
joint_uv_histogram,"0:3:1;7:0:1;",2548504,416648
joint_uv_histogram,"0:3:1;7:1:1;",1033904,275392
joint_uv_histogram,"0:3:1;7:2:1;",2118072,328968
joint_uv_histogram,"0:3:1;7:3:1;",1419904,517552
